Fri Oct 12 00:25:52 EDT 2018
processing ./loginutils/passwd.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/535.config/loginutils/passwd.c.cli
Checking libbb/xfuncs_printf.c: TASK_COMM_LEN...
Checking libbb/xfuncs_printf.c: UINT_MAX=0xffffffff...
Checking libbb/xfuncs_printf.c: UNUSED_FOR_NOW...
Checking libbb/xfuncs_printf.c: WANT_PIDFILE...
Checking libbb/xfuncs_printf.c: _BYTE_ORDER...
Checking libbb/xfuncs_printf.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking libbb/xfuncs_printf.c: _SC_ARG_MAX...
Checking libbb/xfuncs_printf.c: __386__...
[libbb/xfuncs_printf.c:115]: (error) Allocation with xmalloc, memcpy doesn't release it.
Checking libbb/xfuncs_printf.c: __APPLE__...
Checking libbb/xfuncs_printf.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking libbb/xfuncs_printf.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking libbb/xfuncs_printf.c: __BYTE_ORDER...
Checking libbb/xfuncs_printf.c: __CYGWIN__...
Checking libbb/xfuncs_printf.c: __FreeBSD__...
Checking libbb/xfuncs_printf.c: __FreeBSD__;__OpenBSD__...
Checking libbb/xfuncs_printf.c: __FreeBSD_kernel__...
Checking libbb/xfuncs_printf.c: __GLIBC__...
Checking libbb/xfuncs_printf.c: __GNUC_MINOR__;__GNUC__...
Checking libbb/xfuncs_printf.c: __GNU__...
Checking libbb/xfuncs_printf.c: __NetBSD__...
Checking libbb/xfuncs_printf.c: __STDC_VERSION__...
Checking libbb/xfuncs_printf.c: __UCLIBC__...
Checking libbb/xfuncs_printf.c: __WATCOMC__...
Checking libbb/xfuncs_printf.c: __cris__;__mips__;__x86_64__;i386...
Checking libbb/xfuncs_printf.c: __dietlibc__...
Checking libbb/xfuncs_printf.c: __digital__;__unix__...
Checking libbb/xfuncs_printf.c: __linux__...
Checking libbb/xfuncs_printf.c: __powerpc__;__x86_64__;i386...
Checking libbb/xfuncs_printf.c: i386...
processing ./libbb/concat_subpath_file.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/libbb/concat_subpath_file.c.cli
Checking libbb/concat_subpath_file.c ...
Checking libbb/concat_subpath_file.c: AF_NETLINK...
Checking libbb/concat_subpath_file.c: AF_PACKET...
Checking libbb/concat_subpath_file.c: ANDROID;__ANDROID__...
Checking libbb/concat_subpath_file.c: ARG_MAX...
Checking libbb/concat_subpath_file.c: BB_MMU...
Checking libbb/concat_subpath_file.c: BYTE_ORDER...
Checking libbb/concat_subpath_file.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking libbb/concat_subpath_file.c: DMALLOC...
Checking libbb/concat_subpath_file.c: ENABLE_DESKTOP...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_CHECK_NAMES...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_DEVFS...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_EDITING...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_HWIB...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_INDIVIDUAL...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_IPV6...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_TOPMEM...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_UTMP...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking libbb/concat_subpath_file.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking libbb/concat_subpath_file.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking libbb/concat_subpath_file.c: ENABLE_LFS...
Checking libbb/concat_subpath_file.c: ENABLE_LOCALE_SUPPORT...
Checking libbb/concat_subpath_file.c: ENABLE_LONG_OPTS...
Checking libbb/concat_subpath_file.c: ENABLE_ROUTE...
Checking libbb/concat_subpath_file.c: ENABLE_SELINUX...
Checking libbb/concat_subpath_file.c: ENABLE_USE_BB_PWD_GRP...
Checking libbb/concat_subpath_file.c: HAVE_MNTENT_H...
Checking libbb/concat_subpath_file.c: HAVE_PRINTF_PERCENTM...
Checking libbb/concat_subpath_file.c: HAVE_SYS_STATFS_H...
Checking libbb/concat_subpath_file.c: HAVE_UNLOCKED_LINE_OPS...
Checking libbb/concat_subpath_file.c: HAVE_UNLOCKED_STDIO...
Checking libbb/concat_subpath_file.c: TASK_COMM_LEN...
Checking libbb/concat_subpath_file.c: UINT_MAX=0xffffffff...
Checking libbb/concat_subpath_file.c: UNUSED_FOR_NOW...
Checking libbb/concat_subpath_file.c: WANT_PIDFILE...
Checking libbb/concat_subpath_file.c: _BYTE_ORDER...
Checking libbb/concat_subpath_file.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking libbb/concat_subpath_file.c: _SC_ARG_MAX...
Checking libbb/concat_subpath_file.c: __386__...
Checking libbb/concat_subpath_file.c: __APPLE__...
Checking libbb/concat_subpath_file.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking libbb/concat_subpath_file.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking libbb/concat_subpath_file.c: __BYTE_ORDER...
Checking libbb/concat_subpath_file.c: __CYGWIN__...
Checking libbb/concat_subpath_file.c: __FreeBSD__...
Checking libbb/concat_subpath_file.c: __FreeBSD__;__OpenBSD__...
Checking libbb/concat_subpath_file.c: __FreeBSD_kernel__...
Checking libbb/concat_subpath_file.c: __GLIBC__...
Checking libbb/concat_subpath_file.c: __GNUC_MINOR__;__GNUC__...
Checking libbb/concat_subpath_file.c: __GNU__...
Checking libbb/concat_subpath_file.c: __NetBSD__...
Checking libbb/concat_subpath_file.c: __STDC_VERSION__...
Checking libbb/concat_subpath_file.c: __UCLIBC__...
Checking libbb/concat_subpath_file.c: __WATCOMC__...
Checking libbb/concat_subpath_file.c: __cris__;__mips__;__x86_64__;i386...
Checking libbb/concat_subpath_file.c: __dietlibc__...
Checking libbb/concat_subpath_file.c: __digital__;__unix__...
Checking libbb/concat_subpath_file.c: __linux__...
Checking libbb/concat_subpath_file.c: __powerpc__;__x86_64__;i386...
Checking libbb/concat_subpath_file.c: i386...
processing ./libbb/skip_whitespace.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/libbb/skip_whitespace.c.cli
Checking libbb/skip_whitespace.c ...
Checking libbb/skip_whitespace.c: AF_NETLINK...
Checking libbb/skip_whitespace.c: AF_PACKET...
Checking libbb/skip_whitespace.c: ANDROID;__ANDROID__...
Checking libbb/skip_whitespace.c: ARG_MAX...
Checking libbb/skip_whitespace.c: BB_MMU...
Checking libbb/skip_whitespace.c: BYTE_ORDER...
Checking libbb/skip_whitespace.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking libbb/skip_whitespace.c: DMALLOC...
Checking libbb/skip_whitespace.c: ENABLE_DESKTOP...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_CHECK_NAMES...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_DEVFS...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_EDITING...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_HWIB...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_INDIVIDUAL...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_IPV6...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_TOPMEM...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_UTMP...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking libbb/skip_whitespace.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking libbb/skip_whitespace.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking libbb/skip_whitespace.c: ENABLE_LFS...
Checking libbb/skip_whitespace.c: ENABLE_LOCALE_SUPPORT...
Checking libbb/skip_whitespace.c: ENABLE_LONG_OPTS...
Checking libbb/skip_whitespace.c: ENABLE_ROUTE...
Checking libbb/skip_whitespace.c: ENABLE_SELINUX...
Checking libbb/skip_whitespace.c: ENABLE_USE_BB_PWD_GRP...
Checking libbb/skip_whitespace.c: HAVE_MNTENT_H...
Checking libbb/skip_whitespace.c: HAVE_PRINTF_PERCENTM...
Checking libbb/skip_whitespace.c: HAVE_SYS_STATFS_H...
Checking libbb/skip_whitespace.c: HAVE_UNLOCKED_LINE_OPS...
Checking libbb/skip_whitespace.c: HAVE_UNLOCKED_STDIO...
Checking libbb/skip_whitespace.c: TASK_COMM_LEN...
Checking libbb/skip_whitespace.c: UINT_MAX=0xffffffff...
Checking libbb/skip_whitespace.c: UNUSED_FOR_NOW...
Checking libbb/skip_whitespace.c: WANT_PIDFILE...
Checking libbb/skip_whitespace.c: _BYTE_ORDER...
Checking libbb/skip_whitespace.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking libbb/skip_whitespace.c: _SC_ARG_MAX...
Checking libbb/skip_whitespace.c: __386__...
Checking libbb/skip_whitespace.c: __APPLE__...
Checking libbb/skip_whitespace.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking libbb/skip_whitespace.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking libbb/skip_whitespace.c: __BYTE_ORDER...
Checking libbb/skip_whitespace.c: __CYGWIN__...
Checking libbb/skip_whitespace.c: __FreeBSD__...
Checking libbb/skip_whitespace.c: __FreeBSD__;__OpenBSD__...
Checking libbb/skip_whitespace.c: __FreeBSD_kernel__...
Checking libbb/skip_whitespace.c: __GLIBC__...
Checking libbb/skip_whitespace.c: __GNUC_MINOR__;__GNUC__...
Checking libbb/skip_whitespace.c: __GNU__...
Checking libbb/skip_whitespace.c: __NetBSD__...
Checking libbb/skip_whitespace.c: __STDC_VERSION__...
Checking libbb/skip_whitespace.c: __UCLIBC__...
Checking libbb/skip_whitespace.c: __WATCOMC__...
Checking libbb/skip_whitespace.c: __cris__;__mips__;__x86_64__;i386...
Checking libbb/skip_whitespace.c: __dietlibc__...
Checking libbb/skip_whitespace.c: __digital__;__unix__...
Checking libbb/skip_whitespace.c: __linux__...
Checking libbb/skip_whitespace.c: __powerpc__;__x86_64__;i386...
Checking libbb/skip_whitespace.c: i386...
processing ./libbb/bb_do_delay.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/libbb/bb_do_delay.c.cli
Checking libbb/bb_do_delay.c ...
Checking libbb/bb_do_delay.c: AF_NETLINK...
Checking libbb/bb_do_delay.c: AF_PACKET...
Checking libbb/bb_do_delay.c: ANDROID;__ANDROID__...
Checking libbb/bb_do_delay.c: ARG_MAX...
Checking libbb/bb_do_delay.c: BB_MMU...
Checking libbb/bb_do_delay.c: BYTE_ORDER...
Checking libbb/bb_do_delay.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking libbb/bb_do_delay.c: DMALLOC...
Checking libbb/bb_do_delay.c: ENABLE_DESKTOP...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_CHECK_NAMES...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_DEVFS...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_EDITING...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_HWIB...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_INDIVIDUAL...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_IPV6...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_TOPMEM...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_UTMP...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking libbb/bb_do_delay.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking libbb/bb_do_delay.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking libbb/bb_do_delay.c: ENABLE_LFS...
Checking libbb/bb_do_delay.c: ENABLE_LOCALE_SUPPORT...
Checking libbb/bb_do_delay.c: ENABLE_LONG_OPTS...
Checking libbb/bb_do_delay.c: ENABLE_ROUTE...
Checking libbb/bb_do_delay.c: ENABLE_SELINUX...
Checking libbb/bb_do_delay.c: ENABLE_USE_BB_PWD_GRP...
Checking libbb/bb_do_delay.c: HAVE_MNTENT_H...
Checking libbb/bb_do_delay.c: HAVE_PRINTF_PERCENTM...
Checking libbb/bb_do_delay.c: HAVE_SYS_STATFS_H...
Checking libbb/bb_do_delay.c: HAVE_UNLOCKED_LINE_OPS...
Checking libbb/bb_do_delay.c: HAVE_UNLOCKED_STDIO...
Checking libbb/bb_do_delay.c: TASK_COMM_LEN...
Checking libbb/bb_do_delay.c: UINT_MAX=0xffffffff...
Checking libbb/bb_do_delay.c: UNUSED_FOR_NOW...
Checking libbb/bb_do_delay.c: WANT_PIDFILE...
Checking libbb/bb_do_delay.c: _BYTE_ORDER...
Checking libbb/bb_do_delay.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking libbb/bb_do_delay.c: _SC_ARG_MAX...
Checking libbb/bb_do_delay.c: __386__...
Checking libbb/bb_do_delay.c: __APPLE__...
Checking libbb/bb_do_delay.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking libbb/bb_do_delay.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking libbb/bb_do_delay.c: __BYTE_ORDER...
Checking libbb/bb_do_delay.c: __CYGWIN__...
Checking libbb/bb_do_delay.c: __FreeBSD__...
Checking libbb/bb_do_delay.c: __FreeBSD__;__OpenBSD__...
Checking libbb/bb_do_delay.c: __FreeBSD_kernel__...
Checking libbb/bb_do_delay.c: __GLIBC__...
Checking libbb/bb_do_delay.c: __GNUC_MINOR__;__GNUC__...
Checking libbb/bb_do_delay.c: __GNU__...
Checking libbb/bb_do_delay.c: __NetBSD__...
Checking libbb/bb_do_delay.c: __STDC_VERSION__...
Checking libbb/bb_do_delay.c: __UCLIBC__...
Checking libbb/bb_do_delay.c: __WATCOMC__...
Checking libbb/bb_do_delay.c: __cris__;__mips__;__x86_64__;i386...
Checking libbb/bb_do_delay.c: __dietlibc__...
Checking libbb/bb_do_delay.c: __digital__;__unix__...
Checking libbb/bb_do_delay.c: __linux__...
Checking libbb/bb_do_delay.c: __powerpc__;__x86_64__;i386...
Checking libbb/bb_do_delay.c: i386...
processing ./sysklogd/syslogd.c
cli_file
Checking sysklogd/syslogd.c ...
[sysklogd/syslogd.c:313]: (error) syntax error
Checking sysklogd/syslogd.c: ENABLE_FEATURE_IPC_SYSLOG...
Checking sysklogd/syslogd.c: ENABLE_FEATURE_KMSG_SYSLOG...
Checking sysklogd/syslogd.c: ENABLE_FEATURE_REMOTE_LOG...
Checking sysklogd/syslogd.c: ENABLE_FEATURE_ROTATE_LOGFILE...
Checking sysklogd/syslogd.c: ENABLE_FEATURE_ROTATE_LOGFILE;SYSLOGD_WRLOCK...
Checking sysklogd/syslogd.c: ENABLE_FEATURE_SYSLOGD_CFG...
Checking sysklogd/syslogd.c: ENABLE_FEATURE_SYSLOGD_DUP...
Checking sysklogd/syslogd.c: SYSLOGD_MARK...
Checking sysklogd/syslogd.c: SYSLOGD_WRLOCK...
processing ./sysklogd/syslogd_and_logger.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/sysklogd/syslogd_and_logger.c.cli
Checking sysklogd/syslogd_and_logger.c ...
Checking sysklogd/syslogd_and_logger.c: AF_NETLINK...
Checking sysklogd/syslogd_and_logger.c: AF_PACKET...
Checking sysklogd/syslogd_and_logger.c: ANDROID;__ANDROID__...
Checking sysklogd/syslogd_and_logger.c: ARG_MAX...
Checking sysklogd/syslogd_and_logger.c: BB_MMU...
Checking sysklogd/syslogd_and_logger.c: BYTE_ORDER...
Checking sysklogd/syslogd_and_logger.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking sysklogd/syslogd_and_logger.c: DMALLOC...
Checking sysklogd/syslogd_and_logger.c: ENABLE_DESKTOP...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_CHECK_NAMES...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_DEVFS...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_EDITING...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_HWIB...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_INDIVIDUAL...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_IPC_SYSLOG...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_IPV6...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_KMSG_SYSLOG...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_REMOTE_LOG...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_ROTATE_LOGFILE...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_ROTATE_LOGFILE;SYSLOGD_WRLOCK...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_SYSLOGD_CFG...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_SYSLOGD_DUP...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_TOPMEM...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_UTMP...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking sysklogd/syslogd_and_logger.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking sysklogd/syslogd_and_logger.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking sysklogd/syslogd_and_logger.c: ENABLE_LFS...
Checking sysklogd/syslogd_and_logger.c: ENABLE_LOCALE_SUPPORT...
Checking sysklogd/syslogd_and_logger.c: ENABLE_LOGGER...
Checking sysklogd/syslogd_and_logger.c: ENABLE_LONG_OPTS...
Checking sysklogd/syslogd_and_logger.c: ENABLE_ROUTE...
Checking sysklogd/syslogd_and_logger.c: ENABLE_SELINUX...
Checking sysklogd/syslogd_and_logger.c: ENABLE_SYSLOGD...
Checking sysklogd/syslogd_and_logger.c: ENABLE_USE_BB_PWD_GRP...
Checking sysklogd/syslogd_and_logger.c: HAVE_MNTENT_H...
Checking sysklogd/syslogd_and_logger.c: HAVE_PRINTF_PERCENTM...
Checking sysklogd/syslogd_and_logger.c: HAVE_SYS_STATFS_H...
Checking sysklogd/syslogd_and_logger.c: HAVE_UNLOCKED_LINE_OPS...
Checking sysklogd/syslogd_and_logger.c: HAVE_UNLOCKED_STDIO...
Checking sysklogd/syslogd_and_logger.c: SYSLOGD_MARK...
Checking sysklogd/syslogd_and_logger.c: SYSLOGD_WRLOCK...
Checking sysklogd/syslogd_and_logger.c: TASK_COMM_LEN...
Checking sysklogd/syslogd_and_logger.c: UINT_MAX=0xffffffff...
Checking sysklogd/syslogd_and_logger.c: UNUSED_FOR_NOW...
Checking sysklogd/syslogd_and_logger.c: WANT_PIDFILE...
Checking sysklogd/syslogd_and_logger.c: _BYTE_ORDER...
Checking sysklogd/syslogd_and_logger.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking sysklogd/syslogd_and_logger.c: _SC_ARG_MAX...
Checking sysklogd/syslogd_and_logger.c: __386__...
Checking sysklogd/syslogd_and_logger.c: __APPLE__...
Checking sysklogd/syslogd_and_logger.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking sysklogd/syslogd_and_logger.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking sysklogd/syslogd_and_logger.c: __BYTE_ORDER...
Checking sysklogd/syslogd_and_logger.c: __CYGWIN__...
Checking sysklogd/syslogd_and_logger.c: __FreeBSD__...
Checking sysklogd/syslogd_and_logger.c: __FreeBSD__;__OpenBSD__...
Checking sysklogd/syslogd_and_logger.c: __FreeBSD_kernel__...
Checking sysklogd/syslogd_and_logger.c: __GLIBC__...
Checking sysklogd/syslogd_and_logger.c: __GNUC_MINOR__;__GNUC__...
Checking sysklogd/syslogd_and_logger.c: __GNU__...
Checking sysklogd/syslogd_and_logger.c: __NetBSD__...
Checking sysklogd/syslogd_and_logger.c: __STDC_VERSION__...
Checking sysklogd/syslogd_and_logger.c: __UCLIBC__...
Checking sysklogd/syslogd_and_logger.c: __WATCOMC__...
Checking sysklogd/syslogd_and_logger.c: __cris__;__mips__;__x86_64__;i386...
Checking sysklogd/syslogd_and_logger.c: __dietlibc__...
Checking sysklogd/syslogd_and_logger.c: __digital__;__unix__...
Checking sysklogd/syslogd_and_logger.c: __linux__...
Checking sysklogd/syslogd_and_logger.c: __powerpc__;__x86_64__;i386...
Checking sysklogd/syslogd_and_logger.c: i386...
processing ./sysklogd/logger.c
cli_file
Checking sysklogd/logger.c ...
processing ./sysklogd/logread.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/9.config/sysklogd/logread.c.cli
Checking sysklogd/logread.c ...
Checking sysklogd/logread.c: AF_NETLINK...
Checking sysklogd/logread.c: AF_PACKET...
Checking sysklogd/logread.c: ANDROID;__ANDROID__...
Checking sysklogd/logread.c: ARG_MAX...
Checking sysklogd/logread.c: BB_MMU...
Checking sysklogd/logread.c: BYTE_ORDER...
Checking sysklogd/logread.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking sysklogd/logread.c: DMALLOC...
Checking sysklogd/logread.c: ENABLE_DESKTOP...
Checking sysklogd/logread.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking sysklogd/logread.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking sysklogd/logread.c: ENABLE_FEATURE_CHECK_NAMES...
Checking sysklogd/logread.c: ENABLE_FEATURE_DEVFS...
Checking sysklogd/logread.c: ENABLE_FEATURE_EDITING...
Checking sysklogd/logread.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking sysklogd/logread.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking sysklogd/logread.c: ENABLE_FEATURE_HWIB...
Checking sysklogd/logread.c: ENABLE_FEATURE_INDIVIDUAL...
Checking sysklogd/logread.c: ENABLE_FEATURE_IPV6...
Checking sysklogd/logread.c: ENABLE_FEATURE_LOGREAD_REDUCED_LOCKING...
Checking sysklogd/logread.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking sysklogd/logread.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking sysklogd/logread.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking sysklogd/logread.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking sysklogd/logread.c: ENABLE_FEATURE_TOPMEM...
Checking sysklogd/logread.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking sysklogd/logread.c: ENABLE_FEATURE_UTMP...
Checking sysklogd/logread.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking sysklogd/logread.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking sysklogd/logread.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
